微博正文,发布位置,话题,转发数,评论数,点赞数,发布时间,省,市
我们都有一个共同的身份就是爱国青年🇨🇳浓浓的爱国青年支持新疆棉首批现货供应安利♥️,,,0,0,0,2021-04-19 21:17:00,,
然后说到那天去市区逛街我的小伙伴边逛街边用手机搜哪个牌子抵制新疆棉就不去买哪个牌子本来打算给自己买鞋子衣服的最后我俩不约而同给崽买玩具然后吃吃喝喝又来了个冰淇淋度过了充实的一天愉快的回家了第二天开始腿疼胳膊疼年纪大了就是这样,,,0,0,0,2021-04-19 21:08:00,,
#这里是新疆##新疆棉中国心#我们通过劳动致富L托克逊在线的微博视频,,"这里是新疆,新疆棉中国心",0,1,0,2021-04-19 21:03:00,,
今天穿了新疆棉,上海·苏州太湖湿地公园,,0,0,1,2021-04-19 20:55:00,,
【新疆棉】男士t恤短袖2021新款夏季潮流纯棉宽松半袖打底衫体恤T原29.90劵14.90【新疆棉】男士t恤短袖2021新款夏季潮流纯棉宽松半袖打底衫体恤T,,,0,0,0,2021-04-19 20:50:00,新疆维吾尔自治区,阿克苏地区
累了新疆棉这个事让我还能买什么衣服穿,,,0,0,0,2021-04-19 20:46:00,,
安利大家一双鞋子@中国李宁#中国李宁#上一次买李宁的时候可能是十几年以前吧最近因为穿某迪的鞋子跑步脚底弄的有点疼新疆棉以后就一直在关注李宁所以今天去专柜淘了一双刚才跑了一下巨舒服啊忍不住安利给你们支持国货哈,杭州·龙湖杭州滨江天街,中国李宁,0,11,9,2021-04-19 20:23:00,,
新疆棉质量可真好，还有一股淡淡的清香,,,0,0,2,2021-04-19 20:09:00,上海市,
老实说，我吃火锅都是冲着甜品去的吃个微辣，没想到把嘴辣肿了，给四川人丢脸了来观音桥逛一圈看中了新百伦一双鞋，结果发现它在抵制新疆棉的名单中，哎，算了，又省一笔钱,,,0,2,1,2021-04-19 19:50:00,,
世界地球日之际，运动时尚碰撞灵感特步推出【未来可期】环保系列呼吁万物共存，推动全世界时尚环保潮流同时，特步积极使用并支持上好品质的新疆棉#万物共生未来可期#让我们与@范丞丞Adam0616一起守护“快乐星球”叭！,,万物共生 未来可期,845,1139,4203,2021-04-19 19:36:00,,
去海边玩怎么能少得了质感T！UR最近出了新款纯色T，一下子入了两款！单穿内搭都🉑️～搭配不同颜色的裤子就能百搭任何场景！太好出片了～而且是和新疆棉供应商华孚合作出的，柔软又舒服☁️在海边穿一整天也不会觉得闷，出汗也不贴身。特意搭了两款休闲短裤，舒舒服服陪我度过两天的海岛游。后悔没有把其他颜色全入了！@UR中国🌊#新疆棉新质感##UR新疆棉系列##沿海岸线出逃#,,"新疆棉 新质感,UR新疆棉系列,沿海岸线出逃",112,97,636,2021-04-19 19:30:00,江苏省,常州市
【新疆棉】2021新款潮流男士短袖，14.9入！！！甄选优质纯棉面料，吸汗透气，弹性好不变形，穿着宽松舒适，款式简单大方，百搭不挑人。,,,0,2,18,2021-04-19 19:24:00,,
#新疆棉中国心#O网页链接,阿克苏市,新疆棉 中国心,0,0,0,2021-04-19 19:21:00,,
走进GAP一个人都没有，查了下新疆棉，赶紧撤哈哈哈,,,0,4,1,2021-04-19 19:17:00,,
#新疆棉中国心#一线探疆棉｜喀什千娅服饰一季度完成订单40万件来源：天山网-新疆日报原创　　4月3日，工人在位于巴楚县色力布亚镇的喀什千娅服饰有限公司生产车间里缝制服装。该公司今年一季度已完成40万件订单生产任务。天山网-新疆日报记者蔡增乐摄,,新疆棉 中国心,0,0,0,2021-04-19 19:16:00,,
muji的童装是真的不错，这大概是仅有的几个没有在新疆棉事件中中枪的国外爱牌之一吧,,,0,0,1,2021-04-18 22:21:00,,
我成熟了，看到人海我就不追sd了红衣傅菁yyds，一出场全场惊呼美女，从现场掌声和笑声来看，美女跨界话剧很成功开心麻花nb，台词紧跟时事，坚决贯彻爱国思想：“你要是说着日本话在这钓鱼，我弄死你”“你要是敢往海里倒核污水，我捶死你”“这衣服怎么了，全是新疆棉”,,,0,3,29,2021-04-18 22:18:00,,
什么叫差距，李宁直接把新疆棉印在了吊牌上，H,,,16,14,251,2021-04-18 22:15:00,,
新疆棉後換番茄?美抵制大戰防陸崛起?O网页链接,,,0,1,1,2021-04-18 22:12:00,,
【新疆棉】男士t恤短袖2021新款夏季潮流纯棉宽松半袖打底衫体恤T原29.90劵14.90【新疆棉】男士t恤短袖2021新款夏季潮流纯棉宽松半袖打底衫体恤T,,,0,0,1,2021-04-18 22:01:00,,
"古着店发了丝巾的pyq,我发出惊天疑问：是不是新疆棉？",,,0,1,3,2021-04-18 21:53:00,,
“新疆棉”始作俑者，三十年后会像谁，难道汉奸有遗传基因？L诤言无昧的微博视频,,,5,9,7,2021-04-18 21:41:00,,
开心麻花的乌龙山伯爵把什么是快乐星球，就是玩儿，日本排核废水，新疆棉，朝阳群众的梗全上了😂,,,0,0,3,2021-04-18 21:37:00,,
现在看见新疆棉这几个字就走不动道了新疆棉潮流男士短袖，只要14.9💰！拍3️⃣件只要45💰限时领卷这个价线下打/折也没有啊！大白菜一颗速度抱走！,,,0,0,0,2021-04-18 21:33:00,,
#新疆棉中国心#O网页链接,阿克苏市,新疆棉 中国心,0,0,0,2021-04-18 21:15:00,,
支持新疆棉，我更支持新疆菜在长肉的年纪，也不能忘了吃,,,0,0,0,2021-04-18 21:13:00,,
真的有人觉得买抵制新疆棉的品牌无所谓呀，哇哦，见识了呢,,,0,0,2,2021-04-18 21:00:00,,
国潮崛起，李宁真香#李宁把新疆棉写在标签上#,上海,李宁把新疆棉写在标签上,0,0,1,2021-04-18 20:58:00,,
一般我看睡着了好几次怕我的朋友看见还拿头发遮着不喜欢的原因主要是这种诙谐轻松的场合为啥要强行用新疆棉日本排污这种政治话题来引起共鸣？我觉得这样挺low的呜呜,,,0,1,1,2021-04-18 20:48:00,,
【新疆棉】男士t恤短袖2021t打底衫，券后14.9【新疆棉】男士t恤短袖2021新款夏季潮流纯棉宽松半袖打底衫体恤T,,,0,2,0,2021-04-18 20:44:00,,
#新疆棉中国心#,,新疆棉 中国心,0,0,0,2021-04-18 20:38:00,浙江省,金华市
8.4tR:/%新疆棉中国心我们今年种植棉花300亩地没有强迫劳动；ÑÑXIhxn4MoAh8ÑÑ打汧Dou茵馊索,乌鲁木齐,,0,0,0,2021-04-18 20:26:00,,
#新疆棉#,常州·常州大学(武进校区),新疆棉,0,0,1,2021-04-18 20:25:00,,
路过购物村，眼见ad…店里人头窜动，国产名牌的店里鲜有人影，新疆棉事还在演绎之中，国人抵制辱华的舆论还正在进行时，可是现实却令人汗颜……可以想象，万1有战事，给各路鬼子递刀子、送条子的2狗子不会比抗战时期少，汉奸之多，让人无法猜测……,,,0,1,1,2021-04-18 20:18:00,,
今年棉花收储和抛储的预期情况，根据国家粮食和物资储备局以及财政部公告，棉花年度从12月1号~3月31号期间计划进行50万吨新疆棉轮储轮入，每天计划挂牌7000吨，但是这里包含有一个硬指标——内外棉差价。它不能高于800元，如果超过800元就会停止收储。去年九月份以后，国内外的棉花价格都持续性上升，且内外棉价差持续放大——一直维持在1000到2000元之间，平均基本上1500元价差，在这种情况下，储备棉的轮入就一直属于暂停状态了。因为这四个月的周期基本属于熔断情况、没有很好的进行沦入，而当时储备棉的入储的一个千珏条件就是不能扩大内外棉价差，如果内外棉价差过高，特别是国内棉花过高，实际上会影响纺织的出口竞争力，所以基于这个角度就没有去收新疆棉入储的必要，因此我们看今年棉花轮入基本上就没有执行。那到现在为止，我们更多的在考虑储备棉轮出的问题，按照惯例每年都会有一定轮出量，但今年的轮出到现在还没有任何消息，特别是考虑今年的市场的特殊性，那储备棉轮出可能要参考整个市场的需求以及配额发放情况，所以这也是影响到未来这段时间棉花价格的一个非常重要的因素，我们也只能持续性的保持关注。,,,1,2,4,2021-04-18 20:11:00,,
【新疆棉】2021新款潮流男士短袖,,,0,1,0,2021-04-17 22:12:00,,
自从新疆棉事件后，就没再买榜单里的东西。当然，之前买的还是会穿，都是自己的钱买的嘛。但是有一个是真没办法，不是说非要买asics，而是没办法挑。球服是指定的，自己改变不了，但是中国制的，算是小小的安慰吧。其他的能不选榜单里的就不选了，我有自己的飞跃球鞋哦,,,0,0,2,2021-04-17 21:57:00,黑龙江省,七台河市
是买李宁还是买耐克呢，其实不太喜欢李宁，可是听说耐克不用新疆棉，我丢类劳牟🙉,,,0,0,4,2021-04-17 21:55:00,,
4月15日，在中国民众声讨并抵制BCI及H&M等会员品牌后，BCI偷偷下架了，瑞士良好棉花发展协会（BCI）宣布对所有新疆棉企无限期取消担保认证的声明。#BOSS视角##像小强一样活着#,,"BOSS视角,像小强一样活着",0,0,2,2021-04-17 21:36:00,,
支持国货，支持新疆棉。,,,0,2,1,2021-04-17 21:35:00,,
支持一下新疆棉哈哈,,,0,0,1,2021-04-17 21:27:00,,
#腾讯新闻#新疆棉女汉奸曝光！曾帮助澳美对付中国，妖女许秀中报应来了O新疆棉女汉奸曝光！曾帮助澳美对付中国，妖女许秀中报应来了L新疆棉女汉奸曝光！曾帮助澳美对付中国，妖女许秀中报应来了来自@腾讯新闻,,腾讯新闻,0,1,0,2021-04-17 21:20:00,,
从此成为了忠实的安踏会员#支持新疆棉的国货品牌#,,支持新疆棉的国货品牌,1,0,10,2021-04-17 21:18:00,湖北省,武汉市
逛一圈商场，CK、GAP、HM，每进一个都搜一下“新疆棉”，全退出来了哈哈哈哈,,,0,0,1,2021-04-17 21:17:00,,
现在看见新疆棉这几个字就走不动道了新疆棉潮流男士短袖，只要14.9💰！拍3️⃣件只要45💰限时领卷这个价线下打/折也没有啊！大白菜一颗速度抱走！,,,0,0,0,2021-04-17 21:17:00,,
#vans新疆棉#日我太爱vans了新疆棉很香！你快给我用！！！,,vans新疆棉,0,1,4,2021-04-17 20:46:00,,
虽然学生的新疆棉十组ppt着实把我听吐了，但是我自己出马，也打算说这个。下半年的命运就靠这个ppt了，祝我好运,,,0,0,1,2021-04-17 19:56:00,,
今年春夏季采购从支持新疆棉开始#新疆棉中国心##新疆雪白的棉花#,,"新疆棉 中国心,新疆雪白的棉花",0,0,0,2021-04-17 19:48:00,,
说实话新疆棉事件影响还是挺大的，自从不买Nike之后，之前一双Nike的钱，买了3双鞋2条裤子，收货了5倍的快乐，真香哈哈哈哈哈,,,0,7,5,2021-04-17 19:36:00,,
哈哈哈哈客服太可爱有被笑到新疆棉！🙋,,,0,0,3,2021-04-17 19:22:00,,
【14.9/到手】【新疆棉】2021新款潮流男士短袖直达地址【新疆棉】男士t恤短袖2021新款夏季潮流纯棉宽松半袖打底衫体恤T,,,0,0,2,2021-04-17 19:22:00,,
猫人女士新疆棉内裤女纯棉抗菌裆中腰春夏季少女日系可爱三角短裤猫人女士新疆棉内裤女纯棉抗菌裆中腰春夏季少女日系可爱三角短裤,,,0,0,1,2021-04-17 19:12:00,,
#韩国各大型超市继续停售日产海鲜#清明过了，中国人还在抵制HM，耐克吗？好像没有了吧。果然过个清明国人开始买买买，新疆棉,义乌市,韩国各大型超市继续停售日产海鲜,1,0,33,2021-04-13 23:59:00,,
#中国女足晋级东京奥运会#祝贺恭喜。所以衣服袜子图标还是耐克?国家队并不对新疆棉发表态度对吧,,中国女足晋级东京奥运会,0,0,0,2021-04-13 23:57:00,,
史上最尬生日礼物：之前一个玩的挺好的朋友快过生日，给他买了一双添柏岚大黄靴，结果第二天吵架互删了，我就把地址改到学校了，现在鞋子到了所以现在是退了呢？还是留着给其他朋友当礼物呢（毕竟没买运费险，鞋还挺沉的）鞋是43码，应该会大一码（不过这个牌子抵制新疆棉就很尬）,,,0,3,3,2021-04-13 23:56:00,,
想倒回4.10.小熊的禁地2.0&老虎的偏爱与溺爱胡宇桐打鼓太帅了.看到好几次应援大巴没机会坐还有随机的应援滴滴也没这个运气打到.化身尖叫鸡喊到缺氧.结束后大合唱了让我留在你身边梦回去年夏天.走的时候拿了花墙的玫瑰和新疆棉.还和凤凰鼓合照了.好累但值了.,,,0,7,7,2021-04-13 23:54:00,,
有的中国人就是继续跪！就是这德行！人家Nike都那样了还继续争前恐后的买还有其他跟Nike一道抵制新疆棉的品牌就不能站起来走路吗？非得穿着人家的鞋跪着走路,,,0,0,0,2021-04-13 23:53:00,辽宁省,大连市
【双语|CGTN：《纽约时报》的职业道德水准一落千丈】《纽约时报》最近一周关于中国的报道有失公允、令人失望。关于疫苗接种和新疆棉事件的不实报道，无论是为了博人眼球还是为了赢得某些商业利润，都让人难以接受一张曾经能够引发思考的报纸逐渐意识形态化。本期《指点财津》谈谈堕落的《纽约时报》如何不断突破媒体道德和公允报道的底线。LCGTN的微博视频,,,0,0,0,2021-04-13 23:44:00,,
#我为什么支持新疆棉#,七台河·银达雅居,我为什么支持新疆棉,0,0,0,2021-04-13 23:42:00,,
买完才发现，Only之前抵制新疆棉的，垃圾，垃圾，消费者防不胜防，建议全部下架，商场全部关闭，我不信治不了这些垃圾,,,0,1,1,2021-04-13 23:35:00,,
这两天买衣服奔着“新疆棉”去，到手料子还行，走线非常蛇皮，线头一堆，还有一处勾线，真是绝了蹭着大伙的热情割韭菜，真绝,,,0,2,0,2021-04-13 23:27:00,山西省,大同市
虽然我来晚了，但是我也支持新疆棉,,,0,0,0,2021-04-13 23:24:00,,
日本核污染事件，其实和前段时间新疆棉事件，有点类似！那么核污染相关概念股，会不会模仿之前的棉花纺织股那一波？这也是14日盘中值得观察的一个点，激进投资者自己看盘。,,,2,15,166,2021-04-13 23:23:00,,
到底能不能顺利出摊嘛，都最后一次了，让大家好好散场不行嘛，各类梗小鬼只是讨人厌，但那种扣zz帽子的人就是没事找事吧，有那时间不如去抵制反新疆棉的牌子，顺便把瞎几把倒核废料的事情给解决掉吧,,,0,0,0,2021-04-13 23:22:00,山西省,太原市
【新疆棉】男士t恤短袖2021新款夏季潮流纯棉宽松半袖打底衫体恤T原29.90劵14.90【新疆棉】男士t恤短袖2021新款夏季潮流纯棉宽松半袖打底衫体恤T,,,0,0,0,2021-04-13 23:21:00,,
mxy太好笑了寒假买的鞋人肉背到武汉因为武汉一直下雨没机会穿偶尔晴天问他为啥不穿说没有新裤子配不愿意今天终于穿上了新裤子和新鞋（还跟我说以前穿新鞋很开心现在因为新疆棉的事情感觉穿Nike新鞋很抬不起头啊哈哈哈哈哈哈哈9命,武汉·武汉工程科技学院,,0,4,3,2021-04-13 23:19:00,,
